NM_ID,Gene,Disease,Disease_Category,Motif_Class,Subclass,Start,End,Length,Score
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,13026,13034,9,2.18
NM_001164766,ZFHX3,"{Prostate cancer, susceptibility to, somatic}, 176807 (3)",Cancer,Curved_DNA,Local Curvature,13144,13153,10,2.24
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Z-DNA,Z-DNA,90,102,13,1.76
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,R-Loop,R-loop formation sites,156,168,13,2.34
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,321,347,27,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Slipped_DNA,Direct Repeat,513,548,36,3.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,513,794,281,3.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,598,626,29,3.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Slipped_DNA,STR,601,624,24,3.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,661,686,26,1.41
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,703,728,26,1.33
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,735,761,27,1.09
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,766,794,29,1.76
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Z-DNA,eGZ,769,786,18,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,829,857,29,1.58
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,898,917,20,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1232,1256,25,1.41
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1261,1289,29,1.18
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1294,1319,26,1.75
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1339,1358,20,1.7
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1462,1484,23,1.01
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,R-Loop,R-loop formation sites,1494,1710,217,3.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,1494,1786,292,2.47
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1522,1535,14,1.3
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1546,1570,25,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Intramolecular G-triplex,1588,1606,19,1.67
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Curved_DNA,Local Curvature,1780,1786,7,2.03
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2308,2330,23,1.12
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2400,2418,19,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2499,2511,13,1.56
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,R-Loop,R-loop formation sites,2541,2551,11,2.52
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3523,3539,17,1.1
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3764,3776,13,1.54
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Curved_DNA,Local Curvature,4049,4058,10,2.24
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Triplex,Triplex,4049,4076,28,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,4049,4283,234,1.33
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Curved_DNA,Local Curvature,4065,4076,12,2.33
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4085,4110,26,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4261,4283,23,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Curved_DNA,Local Curvature,4540,4555,16,2.48
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4658,4682,25,1.0
NM_001170634,FUS,"Essential tremor, hereditary, 4, 614782 (3)",Other,Curved_DNA,Local Curvature,4706,4714,9,2.18
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,11,30,20,1.02
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Z-DNA,eGZ,19,30,12,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,19,108,89,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Slipped_DNA,STR,79,102,24,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Z-DNA,eGZ,79,102,24,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Hybrid,Slipped_DNA_G-Quadruplex_Overlap,79,108,29,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Hybrid,Z-DNA_G-Quadruplex_Overlap,79,108,29,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,80,108,29,1.87
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,376,399,24,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,456,471,16,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,R-Loop,R-loop formation sites,490,1755,1266,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,554,576,23,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,601,621,21,1.05
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,643,662,20,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,718,744,27,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,797,815,19,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,835,853,19,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1117,1128,12,1.12
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1197,1221,25,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1536,1556,21,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,1536,1755,219,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Curved_DNA,Local Curvature,1646,1655,10,2.24
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,1646,1755,109,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Slipped_DNA,Direct Repeat,1731,1754,24,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Hybrid,Slipped_DNA_Triplex_Overlap,1731,1755,24,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Hybrid,Slipped_DNA_i-Motif_Overlap,1731,1755,24,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Triplex,Triplex,1733,1755,23,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,i-Motif,Canonical i-motif,1736,1755,20,2.69
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2045,2062,18,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Curved_DNA,Local Curvature,2241,2248,8,2.11
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Curved_DNA,Local Curvature,2348,2359,12,2.33
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Curved_DNA,Local Curvature,2475,2481,7,2.03
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Triplex,Triplex,2605,2626,22,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Triplex,Triplex,2681,2713,33,1.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Slipped_DNA,Direct Repeat,2924,2943,20,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,2924,3191,267,3.0
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Curved_DNA,Local Curvature,2971,2977,7,2.03
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,Curved_DNA,Local Curvature,3070,3076,7,2.03
NM_001451,FOXF1,"Alveolar capillary dysplasia with misalignment of pulmonary veins, 265380 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3166,3191,26,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Slipped_DNA,STR,78,101,24,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Triplex,Triplex,78,120,43,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,78,106,29,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,78,1835,1757,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,108,118,11,1.61
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,150,166,17,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,177,193,17,1.31
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,207,235,29,1.28
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Hybrid,G-Quadruplex_R-Loop_Overlap,207,1835,1628,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,R-Loop,R-loop formation sites,219,1835,1617,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,219,1835,1616,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,243,271,29,1.48
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,312,328,17,1.36
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,336,358,23,1.36
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,366,391,26,1.41
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Hybrid,G-Quadruplex_Slipped_DNA_Overlap,366,405,39,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Slipped_DNA,Direct Repeat,376,405,30,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,396,424,29,1.58
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,426,448,23,1.45
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1392,1417,26,1.19
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1422,1444,23,1.02
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Slipped_DNA,Direct Repeat,1448,1477,30,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1449,1471,23,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Slipped_DNA,Direct Repeat,1478,1501,24,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Hybrid,Slipped_DNA_G-Quadruplex_Overlap,1478,1504,26,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1479,1504,26,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1506,1531,26,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Slipped_DNA,Direct Repeat,1530,1559,30,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1533,1558,26,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1560,1576,17,1.04
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1587,1600,14,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1611,1636,26,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Z-DNA,eGZ,1634,1651,18,1.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Hybrid,Z-DNA_G-Quadruplex_Overlap,1634,1663,29,3.0
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1638,1663,26,1.25
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1689,1708,20,1.02
NM_000421,KRT10,"Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3)",Other,Curved_DNA,Global Curvature,2078,2118,41,2.05
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Triplex,Triplex,42,92,51,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_6_classes,42,1064,1022,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,53,59,7,2.03
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Hybrid,Curved_DNA_Slipped_DNA_Overlap,53,78,25,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,53,1064,1011,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Slipped_DNA,STR,55,78,24,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,55,1064,1009,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,201,217,17,1.06
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Z-DNA,Z-DNA,240,249,10,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,240,1064,824,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Z-DNA,Z-DNA,255,264,10,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,R-Loop,R-loop formation sites,286,1064,779,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Extended-loop canonical,286,320,35,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,357,378,22,1.17
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,658,685,28,1.13
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,715,738,24,1.2
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,742,755,14,1.02
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,894,926,33,1.74
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Hybrid,G-Quadruplex_Slipped_DNA_Overlap,894,936,42,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Hybrid,G-Quadruplex_Z-DNA_Overlap,894,936,42,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,A-philic_DNA,A-philic DNA,900,909,10,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Slipped_DNA,STR,907,936,30,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Z-DNA,eGZ,907,936,30,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,928,952,25,1.06
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,985,1009,25,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Extended-loop canonical,1609,1650,42,1.34
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Slipped_DNA,STR,2451,2471,21,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Global Curvature,2649,2690,42,2.58
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2765,2787,23,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,2874,2881,8,2.11
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,3201,3209,9,2.18
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Slipped_DNA,STR,3468,3513,46,3.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,4317,4324,8,2.11
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,4513,4520,8,2.11
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,4642,4652,11,2.29
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Triplex,Triplex,4915,4953,39,1.0
NM_001330091,NRXN1,"{Schizophrenia, susceptibility to, 17}, 614332 (3)",Other,Curved_DNA,Local Curvature,5244,5250,7,2.03
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,82,93,12,1.33
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,82,393,311,3.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,R-Loop,R-loop formation sites,88,261,174,3.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,88,393,305,3.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Triplex,Triplex,94,148,55,1.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Z-DNA,Z-DNA,147,160,14,1.93
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Triplex,Triplex,246,322,77,1.03
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Triplex,Triplex,334,393,60,1.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,500,522,23,1.33
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Z-DNA,eGZ,521,532,12,1.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Hybrid,Z-DNA_G-Quadruplex_Overlap,521,549,28,2.88
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,524,549,26,1.19
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,551,576,26,1.39
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,581,609,29,1.48
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Hybrid,G-Quadruplex_Slipped_DNA_Overlap,581,610,29,3.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Hybrid,G-Quadruplex_Z-DNA_Overlap,581,610,29,3.0
NM_005413,SIX3,"Schizencephaly, 269160 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,581,1672,1091,3.0
